,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeeid,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
1119,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1120,Male,2,Research Scientist,Married,35060,3,11,1,28,4,5,4,3,2,4,3,2,3,5.9315863453813895
1120,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1121,Female,1,Sales Executive,Divorced,23720,3,12,1,14,3,0,0,0,2,4,3,3,3,8.492295850066666
1121,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1122,Male,4,Laboratory Technician,Married,102310,1,13,1,1,2,1,0,0,1,2,3,3,3,6.2932005800980555
1122,35,No,Travel_Rarely,Research & Development,25,1,Medical,1123,Male,1,Sales Executive,Married,54100,0,18,0,6,4,5,0,4,2,1,1,3,3,6.426741410084722
1123,28,No,Non-Travel,Research & Development,21,1,Medical,1124,Male,3,Research Scientist,Single,79780,1,16,2,5,2,5,1,4,3,3,2,3,3,6.210493083444723
1124,31,No,Non-Travel,Sales,23,1,Medical,1125,Male,1,Sales Executive,Divorced,38670,1,11,1,4,4,4,2,3,3,1,4,4,3,9.734163319946388
1125,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1126,Male,2,Research Scientist,Married,28380,1,19,2,5,5,5,0,2,1,2,3,1,3,6.902014725568889
1126,34,No,Travel_Rarely,Sales,2,3,Marketing,1127,Male,4,Healthcare Representative,Single,46950,1,16,1,14,2,14,2,1,1,4,2,3,3,5.6618540829986115
1127,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1128,Female,1,Research Director,Divorced,33390,1,16,0,9,2,8,1,1,4,3,2,2,3,6.4742447568047226
1128,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1129,Male,2,Research Scientist,Single,20800,0,13,0,8,6,7,7,6,3,1,2,4,3,6.580775323516111
1129,29,No,Travel_Rarely,Research & Development,2,4,Other,1130,Male,2,Laboratory Technician,Married,20960,0,22,0,6,2,5,0,2,1,1,2,4,4,7.441870816599723
1130,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1131,Male,3,Manager,Divorced,62090,5,17,1,9,5,5,1,2,3,4,3,4,3,6.460208612226666
1131,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1132,Female,2,Human Resources,Married,180610,1,14,1,10,2,10,8,7,4,1,3,3,3,6.5877409638552775
1132,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1133,Female,2,Sales Representative,Divorced,171230,5,15,1,6,2,4,0,3,3,4,2,2,3,5.761482597054722
1133,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1134,Male,3,Sales Representative,Single,23720,4,12,0,20,3,1,0,0,1,1,2,2,3,7.006826193663334
1134,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1135,Male,2,Sales Representative,Married,48830,1,18,1,10,1,10,0,9,3,4,3,1,3,8.142954038375555
1135,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1136,Female,1,Manager,Single,39040,1,15,0,7,2,7,0,7,4,4,3,3,3,7.7010140562247225
1136,32,No,Travel_Rarely,Research & Development,8,1,Medical,1137,Female,2,Research Scientist,Single,46270,8,17,1,8,2,1,0,0,4,4,3,2,3,7.093589915216389
1137,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1138,Male,3,Sales Executive,Married,70940,1,14,1,10,2,10,0,8,1,4,3,3,3,9.613278670236388
1138,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1139,Male,1,Research Scientist,Single,34230,6,15,1,15,4,2,2,2,1,1,2,3,3,10.634371932173055
1139,54,No,Travel_Rarely,Research & Development,14,3,Other,1140,Male,3,Research Scientist,Married,66740,3,17,1,9,2,4,2,3,1,3,2,3,3,7.293974788040833
1140,33,No,Travel_Frequently,Research & Development,2,4,Medical,1141,Female,4,Sales Executive,Divorced,168800,1,14,3,9,2,9,2,8,4,3,3,3,3,7.645087014725555
1141,43,No,Travel_Rarely,Research & Development,3,3,Medical,1142,Male,1,Research Scientist,Married,90940,1,12,1,10,0,10,0,9,1,3,3,3,3,7.329946452476388
1142,38,No,Travel_Frequently,Research & Development,2,5,Medical,1143,Female,4,Sales Executive,Married,84460,0,14,0,7,3,6,1,2,4,2,3,2,3,7.350915885765278
1143,55,No,Travel_Rarely,Sales,9,3,Marketing,1144,Male,2,Laboratory Technician,Married,119160,4,15,1,35,3,10,1,4,3,2,3,2,3,7.726300758589723
1144,31,No,Travel_Rarely,Sales,6,3,Other,1145,Male,1,Manufacturing Director,Divorced,45340,1,13,0,1,2,1,0,0,4,4,3,3,3,10.500982820169444
1145,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1146,Male,2,Sales Executive,Single,98520,0,12,1,21,5,20,11,10,2,1,3,2,3,5.600008924587222
1146,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1147,Female,2,Research Scientist,Single,61510,1,13,1,20,3,20,3,7,4,3,3,3,3,6.061619812583611
1147,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1148,Male,2,Healthcare Representative,Married,23020,4,14,0,13,3,11,4,8,3,3,4,3,3,5.834030566711111
1148,54,No,Travel_Rarely,Research & Development,1,3,Medical,1149,Female,2,Human Resources,Single,23620,6,13,1,9,2,5,1,4,3,1,3,4,3,10.385687193217223
1149,24,No,Travel_Rarely,Research & Development,5,4,Other,1150,Male,1,Manufacturing Director,Single,178610,1,11,2,4,5,4,1,2,2,3,2,1,3,6.655082552431945
1150,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1151,Male,2,Research Scientist,Single,191870,1,11,1,5,2,5,1,4,4,4,4,3,3,6.657226684515834
1151,40,No,Travel_Frequently,Research & Development,21,3,Medical,1152,Female,3,Research Scientist,Married,197170,1,21,0,10,1,10,9,4,4,3,4,2,4,7.560360330209722
1152,40,No,Travel_Rarely,Research & Development,8,1,Medical,1153,Female,5,Research Scientist,Married,35440,3,18,3,15,3,11,5,10,2,2,3,2,3,5.937619366354167
1153,25,No,Travel_Rarely,Sales,20,5,Medical,1154,Female,2,Laboratory Technician,Married,85000,4,12,0,6,2,2,1,2,3,2,3,3,3,5.660235385988334
1154,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1155,Male,2,Research Scientist,Married,46610,1,11,0,12,3,12,1,7,4,2,2,2,3,5.520288933511667
1155,25,No,Travel_Rarely,Research & Development,7,2,Medical,1156,Male,5,Sales Executive,Divorced,41030,6,15,1,7,2,2,0,2,4,3,2,3,3,9.539086345381389
1156,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1157,Male,2,Sales Executive,Single,42490,2,13,1,25,2,17,12,11,1,3,3,2,3,7.247347166443333
1157,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1158,Male,2,Research Scientist,Divorced,140260,1,12,0,1,4,1,0,0,2,3,2,3,3,5.7503859883977775
1158,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1159,Female,2,Sales Executive,Married,68930,0,17,0,16,3,15,5,8,4,2,3,3,3,7.460047969656389
1159,31,No,Travel_Rarely,Research & Development,10,4,Medical,1160,Female,3,Sales Executive,Married,61250,0,13,1,3,3,2,1,2,1,3,3,3,3,6.632880410530833
1160,38,No,Travel_Frequently,Research & Development,1,4,Other,1161,Male,2,Research Scientist,Married,36690,2,19,0,10,2,8,7,7,1,3,3,3,3,6.326625390450555
1161,42,No,Travel_Rarely,Research & Development,6,3,Medical,1162,Male,2,Laboratory Technician,Divorced,100080,6,19,1,9,3,4,1,2,4,1,2,1,3,9.571763721552777
1162,41,No,Travel_Rarely,Sales,2,2,Medical,1163,Male,1,Healthcare Representative,Married,23870,3,17,1,12,1,5,1,0,4,4,3,1,3,7.2349910754125
1163,47,No,Non-Travel,Research & Development,21,2,Medical,1164,Male,1,Sales Executive,Married,46390,0,11,1,14,2,13,5,12,3,2,1,2,3,7.024934181168889
1164,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1165,Male,2,Healthcare Representative,Married,78980,7,15,0,5,2,2,2,2,4,3,3,2,3,9.85588018741611
1165,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1166,Male,2,Sales Executive,Single,25340,0,11,0,4,1,3,1,2,4,3,4,3,3,5.860414993306389
1166,35,No,Travel_Rarely,Research & Development,9,3,Medical,1167,Female,2,Sales Executive,Single,131420,1,25,2,10,4,10,0,8,2,3,3,3,4,7.7476974564925
1167,33,No,Travel_Rarely,Sales,3,4,Medical,1168,Male,3,Healthcare Representative,Married,16110,0,14,0,10,2,9,8,1,2,4,3,2,3,8.8111869701025
1168,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1169,Male,3,Manufacturing Director,Single,53630,1,13,0,6,4,6,4,1,3,2,3,3,3,6.8461635430611105
1169,40,No,Travel_Rarely,Research & Development,1,4,Medical,1170,Male,2,Research Director,Married,50710,8,17,1,8,3,1,0,0,1,4,2,2,3,5.644827086122222
1170,32,No,Travel_Rarely,Research & Development,1,2,Medical,1171,Male,3,Sales Executive,Married,136950,0,13,0,3,3,2,2,2,2,2,3,3,3,5.720210843373334
1171,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1172,Male,1,Sales Executive,Single,134020,7,14,1,18,1,7,1,7,1,4,3,3,3,7.502860330209722
1172,38,No,Travel_Rarely,Sales,20,4,Medical,1173,Female,2,Research Director,Married,20290,3,11,1,20,3,18,1,11,2,3,3,2,3,7.39043953592139
1173,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1174,Male,2,Manager,Married,63770,1,12,2,14,3,14,5,7,3,4,3,3,3,7.454241410084722
1174,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1175,Female,4,Sales Executive,Married,54290,1,17,1,16,3,16,6,8,3,4,3,3,3,9.084291610887778
1175,25,No,Travel_Rarely,Research & Development,2,4,Medical,1176,Female,2,Manufacturing Director,Divorced,27850,0,21,0,6,2,5,0,4,1,3,2,3,4,7.779502454261388
1176,52,No,Non-Travel,Research & Development,2,4,Other,1177,Male,1,Manager,Divorced,46140,2,16,1,16,3,9,0,0,1,4,2,3,3,6.668002008031944
1177,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1178,Female,1,Sales Representative,Single,26100,6,15,0,6,2,4,1,2,2,4,3,3,3,10.067626059794723
1178,21,No,Travel_Rarely,Sales,10,5,Medical,1179,Male,3,Research Scientist,Single,66870,1,19,3,2,0,2,1,2,3,1,3,3,3,7.831948906738055
1179,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1180,Female,2,Research Director,Single,47240,2,12,1,21,4,6,1,3,4,4,2,4,3,6.179670905845556
1180,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1181,Female,2,Manufacturing Director,Married,61790,1,11,0,1,3,1,1,0,4,1,2,3,3,7.348496207050277
1181,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1182,Female,2,Laboratory Technician,Married,61200,0,19,0,10,2,9,3,4,1,4,3,3,3,7.604719991075277
1182,36,No,Travel_Frequently,Research & Development,16,1,Medical,1183,Male,2,Sales Executive,Divorced,105960,7,15,0,18,3,4,0,2,4,2,3,2,3,7.4345861222666665
1183,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1184,Male,1,Sales Executive,Divorced,54670,1,20,0,13,6,13,1,9,3,3,2,2,4,6.116209281570555
1184,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1185,Male,2,Sales Representative,Married,29960,9,25,0,4,4,2,2,2,1,4,4,3,4,10.816014056224724
1185,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1186,Male,3,Research Scientist,Married,99980,5,24,2,24,3,22,4,14,1,3,2,2,4,7.250295626952222
1186,56,Yes,Travel_Rarely,Sales,10,4,Other,1187,Male,2,Sales Executive,Married,40780,8,24,1,14,3,10,9,8,4,3,1,3,4,6.327618250780833
1187,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1188,Female,1,Healthcare Representative,Married,109200,0,15,1,21,3,20,0,10,1,2,3,4,3,7.361492637215277
1188,34,No,Travel_Rarely,Sales,1,3,Medical,1189,Female,1,Laboratory Technician,Married,62320,1,13,1,8,3,8,1,7,4,3,3,3,3,6.820216421240278
1189,36,No,Non-Travel,Sales,1,1,Medical,1190,Female,1,Human Resources,Divorced,132470,1,14,0,15,3,15,11,11,4,4,2,3,3,7.058837572512222
1190,41,No,Travel_Rarely,Research & Development,1,5,Medical,1191,Male,1,Healthcare Representative,Divorced,40810,2,13,0,14,3,5,0,4,3,2,3,3,3,6.835493083444722
1191,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1192,Female,2,Research Scientist,Single,57690,1,11,0,4,3,4,1,2,4,1,3,3,3,6.3471485943775
1192,35,No,Travel_Rarely,Research & Development,16,3,Medical,1193,Female,2,Healthcare Representative,Single,23940,1,16,1,9,3,9,1,7,3,4,3,3,3,9.914504685408057
1193,38,No,Travel_Rarely,Research & Development,23,3,Medical,1194,Male,3,Sales Representative,Married,39040,1,22,0,10,3,10,1,9,1,4,3,2,4,6.6840885765283335
1194,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1195,Female,2,Laboratory Technician,Divorced,167990,7,14,1,12,2,6,0,1,2,3,3,2,3,6.7746240517625
1195,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1196,Male,1,Healthcare Representative,Married,29500,4,14,0,8,1,6,0,0,2,4,2,2,3,5.899135430611111
1196,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1197,Male,1,Laboratory Technician,Single,36290,8,16,1,8,2,5,0,1,4,3,3,4,3,5.588499553770555
1197,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1198,Male,1,Research Scientist,Single,93620,2,11,1,8,6,2,2,2,3,3,3,3,3,5.887591477019166
1198,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1199,Male,2,Manufacturing Director,Married,32290,1,25,0,10,2,10,0,2,3,3,4,2,4,7.889064033913333
1199,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1200,Male,1,Manager,Married,35780,2,14,1,20,2,5,0,2,3,3,3,3,3,7.063395805443888
1200,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1201,Male,2,Research Scientist,Married,79880,1,18,0,4,3,4,1,1,3,4,3,3,3,6.591452476572777
1201,29,No,Travel_Rarely,Research & Development,1,3,Medical,1202,Male,3,Sales Executive,Married,42840,4,11,0,10,5,4,0,3,4,2,3,2,3,9.541850736278333
1202,29,No,Travel_Rarely,Research & Development,5,3,Medical,1203,Male,2,Sales Representative,Single,75530,1,19,0,5,3,5,0,4,4,1,1,3,3,5.912928380187223
1203,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1204,Male,1,Research Scientist,Divorced,173280,4,15,2,20,1,3,2,0,4,1,3,3,3,9.345834448906666
1204,39,No,Travel_Rarely,Sales,25,3,Medical,1205,Male,2,Sales Executive,Married,197010,0,11,0,21,3,20,9,6,2,4,2,4,3,7.086806113342222
1205,31,No,Non-Travel,Research & Development,8,4,Life Sciences,1206,Female,4,Sales Executive,Single,147320,0,12,0,10,3,9,1,7,2,1,3,3,3,6.897623828647777
1206,26,No,Travel_Rarely,Research & Development,11,4,Medical,1207,Male,2,Manager,Single,92780,0,20,0,5,3,4,0,0,4,3,3,3,4,7.199443328870833
1207,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1208,Male,1,Sales Executive,Married,13590,4,12,0,17,2,5,0,3,3,4,3,3,3,7.416067603748056
1208,39,No,Travel_Rarely,Research & Development,2,1,Medical,1209,Female,1,Research Scientist,Married,47790,4,14,2,9,3,7,1,7,4,1,3,3,3,5.731063141454444
1209,27,No,Travel_Rarely,Research & Development,8,2,Medical,1210,Male,1,Laboratory Technician,Married,164220,1,20,1,6,3,6,0,3,2,2,3,3,4,8.540660419455556
1210,49,No,Travel_Frequently,Research & Development,6,1,Medical,1211,Male,3,Healthcare Representative,Married,29960,2,18,1,17,2,9,0,8,4,2,2,2,3,6.0619667559125
1211,34,No,Travel_Rarely,Sales,4,3,Medical,1212,Female,1,Sales Executive,Married,12610,2,14,1,6,6,4,1,2,2,3,4,3,3,5.941614234716389
1212,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1213,Female,1,Research Scientist,Single,20990,8,12,1,8,2,6,0,5,2,4,1,3,3,8.037553547523332
1213,49,No,Travel_Frequently,Sales,1,4,Life Sciences,1214,Female,2,Manufacturing Director,Married,58100,1,21,1,10,2,10,1,7,3,2,3,3,4,6.362724230254166
1214,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1215,Male,1,Sales Executive,Single,56470,6,19,0,7,2,0,0,0,4,3,3,3,3,8.41853859883972
1215,33,No,Travel_Frequently,Research & Development,10,2,Medical,1216,Male,2,Research Scientist,Married,34200,1,14,0,8,3,8,3,0,4,3,3,3,3,9.0256135653725
1216,27,No,Travel_Rarely,Sales,5,4,Medical,1217,Female,4,Manufacturing Director,Married,44000,9,17,1,6,3,2,2,2,1,2,3,2,3,6.070396028558611
1217,32,No,Travel_Frequently,Research & Development,9,2,Medical,1218,Female,2,Research Scientist,Single,35000,0,16,1,8,2,7,3,6,4,4,2,2,3,6.838612226684444
1218,59,No,Travel_Rarely,Sales,2,2,Marketing,1219,Female,5,Sales Representative,Married,20660,4,12,1,12,3,1,0,0,3,1,2,3,3,9.3903547523425
1219,30,No,Travel_Rarely,Research & Development,11,4,Medical,1220,Male,2,Laboratory Technician,Divorced,171690,1,17,2,1,2,1,0,0,4,3,3,3,3,6.1841309683175005
1220,38,No,Travel_Frequently,Sales,18,4,Life Sciences,1221,Male,2,Healthcare Representative,Single,41620,0,15,1,10,1,9,1,8,4,3,3,3,3,7.8047880410530555
1221,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1222,Male,1,Sales Executive,Married,92040,6,23,1,17,2,7,7,7,3,3,2,3,4,7.612002454261389
1222,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1223,Male,2,Manager,Married,32940,0,11,0,6,2,5,0,3,1,2,3,3,3,7.106880856760277
1223,29,No,Travel_Rarely,Sales,29,4,Life Sciences,1224,Male,2,Laboratory Technician,Single,21270,0,11,1,10,3,9,0,8,4,3,3,2,3,10.121699018295278
1224,31,No,Travel_Rarely,Research & Development,2,2,Medical,1225,Male,2,Laboratory Technician,Divorced,39750,1,15,1,5,3,5,4,3,3,3,2,3,3,5.755578982596944
1225,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1226,Male,1,Laboratory Technician,Divorced,107930,0,11,3,3,1,2,1,2,2,4,3,2,3,6.971939982150555
1226,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1227,Male,5,Research Director,Single,100960,5,13,0,6,2,4,0,3,3,3,3,3,3,9.851633199464445
1227,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1228,Female,4,Laboratory Technician,Divorced,36460,1,14,0,10,3,10,8,8,2,1,3,4,3,7.3913755020077785
1228,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1229,Female,2,Research Director,Divorced,74460,0,19,0,7,3,6,0,5,1,2,2,3,3,10.051653279785556
1229,22,No,Non-Travel,Research & Development,8,3,Life Sciences,1230,Female,3,Sales Executive,Divorced,108510,1,16,1,1,2,1,0,0,4,4,2,4,3,9.440529897367222
1230,53,No,Travel_Rarely,Research & Development,11,3,Medical,1231,Male,2,Manager,Married,21090,2,13,0,31,3,25,3,7,1,4,3,3,3,7.629564926371945
1231,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1232,Female,1,Manufacturing Director,Single,37220,5,14,0,6,0,3,1,2,4,4,3,3,3,9.335107095046668
1232,24,No,Non-Travel,Research & Development,1,5,Life Sciences,1233,Male,3,Research Scientist,Divorced,93800,0,16,0,5,2,4,1,3,1,3,2,2,3,6.74151048639
1233,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1234,Male,1,Research Director,Single,54860,7,12,1,10,2,5,0,3,3,1,3,3,3,5.9552342704147225
1234,34,No,Travel_Rarely,Sales,24,3,Marketing,1235,Male,4,Research Scientist,Single,27420,0,11,1,13,2,12,2,11,1,2,3,3,3,5.825620258812777
1235,21,No,Travel_Rarely,Sales,2,3,Life Sciences,1236,Male,2,Manufacturing Director,Single,137570,1,12,1,0,3,0,0,0,3,4,3,3,3,5.515640339134166
1236,34,Yes,Travel_Rarely,Sales,15,2,Marketing,1237,Female,2,Research Scientist,Single,84630,2,13,0,8,2,4,1,3,2,1,3,1,3,7.281504908522778
1237,53,No,Travel_Rarely,Sales,2,1,Life Sciences,1238,Male,5,Human Resources,Divorced,31620,4,15,0,26,4,14,4,8,3,3,2,3,3,6.850217536813888
1238,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1239,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,10,6,7,2,1,3,3,3,8.808867692994168
1239,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1240,Male,2,Laboratory Technician,Married,66510,0,20,0,10,5,9,4,2,3,2,3,2,4,6.698487282463056
1240,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1241,Female,1,Manufacturing Director,Married,23450,3,15,2,24,0,22,5,17,1,4,3,3,3,6.8729518072288895
1241,46,No,Travel_Rarely,Sales,2,3,Life Sciences,1242,Female,1,Research Scientist,Single,34200,3,13,2,22,3,2,2,1,2,1,2,1,3,7.397981927710834
1242,33,No,Travel_Rarely,Sales,3,3,Medical,1243,Male,1,Manufacturing Director,Single,43730,4,14,0,7,3,1,0,0,3,4,3,3,3,6.318618920124722
1243,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1244,Male,5,Healthcare Representative,Married,47590,2,21,0,9,2,4,1,3,4,4,4,3,4,8.258628960285556
1244,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1245,Female,1,Research Scientist,Single,53010,1,16,1,10,3,10,1,8,4,3,3,3,3,5.9686613119141665
1245,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1246,Male,1,Sales Executive,Married,36730,3,14,1,19,3,1,0,0,4,4,4,3,3,6.078459393128055
1246,24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1247,Male,3,Sales Executive,Married,47680,2,11,1,6,2,2,2,0,2,4,2,2,3,9.482291387773056
1247,43,No,Travel_Rarely,Sales,9,5,Technical Degree,1248,Female,1,Research Director,Divorced,12740,1,19,0,6,3,5,1,4,4,3,2,2,3,6.0967715305666665
1248,50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1249,Male,1,Research Director,Married,49000,1,11,0,3,3,3,0,2,1,3,3,2,3,8.70491521642111
1249,35,No,Travel_Rarely,Sales,2,4,Marketing,1250,Male,3,Manufacturing Director,Married,104660,1,13,0,2,1,2,2,2,4,4,3,3,3,6.887427487728611
1250,36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1251,Female,4,Sales Executive,Married,170070,9,12,1,6,2,1,0,0,2,1,4,2,3,8.385918116911943
1251,33,No,Travel_Frequently,Sales,9,2,Marketing,1252,Male,4,Human Resources,Married,29090,2,11,0,10,2,5,1,3,3,1,3,2,3,6.267365015617778
1252,35,No,Travel_Rarely,Research & Development,10,1,Medical,1253,Male,1,Research Scientist,Divorced,57650,1,14,1,1,2,1,0,0,3,4,3,3,3,5.9402253458275
1253,27,No,Travel_Rarely,Sales,8,2,Marketing,1254,Female,3,Research Scientist,Divorced,45990,1,15,1,1,3,1,0,0,4,1,3,2,3,7.0077744310575
1254,26,Yes,Travel_Rarely,Sales,4,3,Marketing,1255,Male,2,Manager,Single,24040,1,12,0,1,6,1,0,1,1,3,2,3,3,7.507933958054167
1255,27,No,Travel_Frequently,Sales,24,3,Life Sciences,1256,Male,4,Healthcare Representative,Single,31720,1,20,1,9,1,9,1,7,4,3,3,3,4,6.567569165550833
1256,30,No,Travel_Frequently,Research & Development,1,4,Medical,1257,Male,1,Research Scientist,Single,20330,1,14,1,12,3,12,3,7,3,4,3,1,3,6.269079651940833
1257,41,Yes,Travel_Rarely,Sales,20,4,Marketing,1258,Male,2,Sales Executive,Married,102090,1,13,1,23,2,22,15,8,2,3,3,3,3,5.483209504685278
1258,34,No,Non-Travel,Research & Development,7,2,Technical Degree,1259,Female,1,Research Scientist,Single,86200,0,13,1,10,2,9,8,7,2,3,3,2,3,7.3489491298525
1259,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1260,Female,3,Sales Executive,Married,20640,4,16,0,8,3,1,0,0,2,2,3,2,3,5.661257251226945
